"All these materials and supplementary manure and other fertilizers from neighboring dairy and poultry farms made over 40 tons of finished compost a year
",0,
"It was applied with a compost shredder made from a converted manure spreader
",0,
"Years of patient application of compost and leaf mulching has changed the structure of the soil and its water-holding capacity
",0,
"Soon after the method changed  visitors began asking how he managed to irrigate his soil to keep it looking moist  when in reality  it was the soil treatment alone that accomplished this
",0,
"To demonstrate the soil of his vegetable gardens as it is today  Mr. Clark stooped to scoop up a handful of rich dark earth
",0,
"Sniffing its sweet smell and letting it fall to show its good crumbly consistency  he pointed to the nearby driveway and said   This soil used to be like that hard packed road over there 
",0,
" People and soils respond slowly   says Walter Clark   but the time has now come when the gardens produce delicious long-keeping vegetables due to this enrichment program
",0,
"No chemical fertilizers and poisonous insecticides and fungicides are used 
",0,
"The garden supplies enough carrots  turnips  rutabagas  potatoes  beets  cabbage and squash to store for winter meals in the root cellar
",0,
"The carrots sometimes don't make it through the winter  
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (N carrots)))
      (VP
        (VP
          (AdvP (Adv sometimes))
          (VP (V don't) (VP (V make) (DP it))))
        (PP (P through) (DP (D the) (NP (N winter))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (N carrots)))
      (VP
        (AdvP (Adv sometimes))
        (VP
          (VP (V don't) (VP (V make) (DP it)))
          (PP (P through) (DP (D the) (NP (N winter)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D the) (NP (N carrots)))
      (VP
        (AdvP (Adv sometimes))
        (VP
          (V don't)
          (VP
            (VP (V make) (DP it))
            (PP (P through) (DP (D the) (NP (N winter))))))))))"
"the cabbage and squash keep until March or April
",0,
"There is never enough corn  peas or strawberries
",0,
"Mr. Clark still has to use rotenone with potatoes grown on the least fertile fields  but he has watched the insect damage decrease steadily and hopes that continued use of compost and leaf mulch will allow him to do without it in the future
",0,
"A new project planned is the use of Bio-Dynamic Starter
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (VP (V planned) (VP (V is) (DP (D the) (NP (N use)))))
        (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (VP (V planned) (VP (V is) (DP (D the) (NP (N use)))))
        (PP (P of) (DP (NP (AP (A bio-dynamic)) (NP (N starter)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (VP (V planned) (VP (V is) (DP (D the) (NP (N use)))))
        (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (VP (V planned) (VP (V is) (DP (D the) (NP (N use)))))
        (PP (P of) (DP (NP (AP (A bio-dynamic)) (NP (N starter)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (VP (V is) (DP (D the) (NP (N use))))
          (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (VP (V is) (DP (D the) (NP (N use))))
          (PP (P of) (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (NP (N use))
              (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (NP (N use))
              (PP
                (P of)
                (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (N use)
              (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (N project)))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (N use)
              (PP
                (P of)
                (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (VP (V is) (DP (D the) (NP (N use))))
          (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (VP (V is) (DP (D the) (NP (N use))))
          (PP (P of) (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (NP (N use))
              (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (NP (N use))
              (PP
                (P of)
                (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (N use)
              (PP (P of) (DP (NP (AP (A bio-dynamic)) (N starter)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (AP (A new)) (NP (N project))))
      (VP
        (V planned)
        (VP
          (V is)
          (DP
            (D the)
            (NP
              (N use)
              (PP
                (P of)
                (DP (NP (AP (A bio-dynamic)) (NP (N starter))))))))))))"
"New ideas for improving nutrition came with the study of soil treatment
",0,
" After the soil  the kitchen   says Mr. Clark
",0,
"The first major change was that of providing wholewheat bread instead of white bread
",0,
" Adults take a long time to convince and you are thwarted if you try to push 
",0,
"At first the kitchen help was tolerant  but ordered their own supply of white bread for themselves
",0,
" You can't make French toast with whole-wheat bread   was an early complaint
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (AP (A french))
              (NP
                (NP (N toast))
                (PP
                  (P with)
                  (DP
                    (NP
                      (N whole-wheat)
                      (CP
                        (QS )
                        (Cbar
                          (C )
                          (S
                            (DP (NP (N bread)))
                            (VP
                              (V was)
                              (DP
                                (D an)
                                (NP (AP (A early)) (N complaint))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (AP (A french))
              (NP
                (NP (N toast))
                (PP
                  (P with)
                  (DP
                    (NP
                      (N whole-wheat)
                      (CP
                        (QS )
                        (Cbar
                          (C )
                          (S
                            (DP (NP (N bread)))
                            (VP
                              (V was)
                              (DP
                                (D an)
                                (NP
                                  (AP (A early))
                                  (NP (N complaint)))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (AP (A french))
              (NP
                (N toast)
                (PP
                  (P with)
                  (DP
                    (NP
                      (N whole-wheat)
                      (CP
                        (QS )
                        (Cbar
                          (C )
                          (S
                            (DP (NP (N bread)))
                            (VP
                              (V was)
                              (DP
                                (D an)
                                (NP (AP (A early)) (N complaint))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (AP (A french))
              (NP
                (N toast)
                (PP
                  (P with)
                  (DP
                    (NP
                      (N whole-wheat)
                      (CP
                        (QS )
                        (Cbar
                          (C )
                          (S
                            (DP (NP (N bread)))
                            (VP
                              (V was)
                              (DP
                                (D an)
                                (NP
                                  (AP (A early))
                                  (NP (N complaint)))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (NP (AP (A french)) (N toast))
              (PP
                (P with)
                (DP
                  (NP
                    (N whole-wheat)
                    (CP
                      (QS )
                      (Cbar
                        (C )
                        (S
                          (DP (NP (N bread)))
                          (VP
                            (V was)
                            (DP
                              (D an)
                              (NP (AP (A early)) (N complaint)))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (NP (AP (A french)) (N toast))
              (PP
                (P with)
                (DP
                  (NP
                    (N whole-wheat)
                    (CP
                      (QS )
                      (Cbar
                        (C )
                        (S
                          (DP (NP (N bread)))
                          (VP
                            (V was)
                            (DP
                              (D an)
                              (NP (AP (A early)) (NP (N complaint))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (NP (AP (A french)) (NP (N toast)))
              (PP
                (P with)
                (DP
                  (NP
                    (N whole-wheat)
                    (CP
                      (QS )
                      (Cbar
                        (C )
                        (S
                          (DP (NP (N bread)))
                          (VP
                            (V was)
                            (DP
                              (D an)
                              (NP (AP (A early)) (N complaint)))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (V make)
          (DP
            (NP
              (NP (AP (A french)) (NP (N toast)))
              (PP
                (P with)
                (DP
                  (NP
                    (N whole-wheat)
                    (CP
                      (QS )
                      (Cbar
                        (C )
                        (S
                          (DP (NP (N bread)))
                          (VP
                            (V was)
                            (DP
                              (D an)
                              (NP (AP (A early)) (NP (N complaint))))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (VP (V make) (DP (NP (AP (A french)) (N toast))))
          (PP
            (P with)
            (DP
              (NP
                (N whole-wheat)
                (CP
                  (QS )
                  (Cbar
                    (C )
                    (S
                      (DP (NP (N bread)))
                      (VP
                        (V was)
                        (DP (D an) (NP (AP (A early)) (N complaint)))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (VP (V make) (DP (NP (AP (A french)) (N toast))))
          (PP
            (P with)
            (DP
              (NP
                (N whole-wheat)
                (CP
                  (QS )
                  (Cbar
                    (C )
                    (S
                      (DP (NP (N bread)))
                      (VP
                        (V was)
                        (DP
                          (D an)
                          (NP (AP (A early)) (NP (N complaint))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (VP (V make) (DP (NP (AP (A french)) (NP (N toast)))))
          (PP
            (P with)
            (DP
              (NP
                (N whole-wheat)
                (CP
                  (QS )
                  (Cbar
                    (C )
                    (S
                      (DP (NP (N bread)))
                      (VP
                        (V was)
                        (DP (D an) (NP (AP (A early)) (N complaint)))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (V can't)
        (VP
          (VP (V make) (DP (NP (AP (A french)) (NP (N toast)))))
          (PP
            (P with)
            (DP
              (NP
                (N whole-wheat)
                (CP
                  (QS )
                  (Cbar
                    (C )
                    (S
                      (DP (NP (N bread)))
                      (VP
                        (V was)
                        (DP
                          (D an)
                          (NP (AP (A early)) (NP (N complaint))))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (VP
          (V can't)
          (VP (V make) (DP (NP (AP (A french)) (N toast)))))
        (PP
          (P with)
          (DP
            (NP
              (N whole-wheat)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP (NP (N bread)))
                    (VP
                      (V was)
                      (DP (D an) (NP (AP (A early)) (N complaint))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (VP
          (V can't)
          (VP (V make) (DP (NP (AP (A french)) (N toast)))))
        (PP
          (P with)
          (DP
            (NP
              (N whole-wheat)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP (NP (N bread)))
                    (VP
                      (V was)
                      (DP
                        (D an)
                        (NP (AP (A early)) (NP (N complaint)))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (VP
          (V can't)
          (VP (V make) (DP (NP (AP (A french)) (NP (N toast))))))
        (PP
          (P with)
          (DP
            (NP
              (N whole-wheat)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP (NP (N bread)))
                    (VP
                      (V was)
                      (DP (D an) (NP (AP (A early)) (N complaint))))))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP you)
      (VP
        (VP
          (V can't)
          (VP (V make) (DP (NP (AP (A french)) (NP (N toast))))))
        (PP
          (P with)
          (DP
            (NP
              (N whole-wheat)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP (NP (N bread)))
                    (VP
                      (V was)
                      (DP
                        (D an)
                        (NP (AP (A early)) (NP (N complaint)))))))))))))))"
"Of course they learned in time that they not only could use whole-wheat bread  but the children liked it better
",0,
"Homemade bread
",0,
"Mrs. Clark  as house manager  planned the menus and cared for the ordering
",0,
"Then Miss Lillian Colman came from Vermont to be kitchen manager
",0,
"Today whole grains are freshly ground every day and baked into bread
",0,
"Mr. Clark's studies taught him that the only way to conserve the vitamins in the whole grain was prompt use of the flour
",0,
"Once the grains are ground  vitamin E begins to deteriorate immediately and half of it is lost by oxidation and exposure to the air within one week
",0,
"A mill stands in a room off the kitchen
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (N mill)))
      (VP
        (VP (VP (V stands)) (PP (P in) (DP (D a) (NP (N room)))))
        (PP (P off) (DP (D the) (NP (N kitchen))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (N mill)))
      (VP
        (VP (V stands))
        (PP
          (P in)
          (DP
            (D a)
            (NP
              (NP (N room))
              (PP (P off) (DP (D the) (NP (N kitchen)))))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (D a) (NP (N mill)))
      (VP
        (VP (V stands))
        (PP
          (P in)
          (DP
            (D a)
            (NP (N room) (PP (P off) (DP (D the) (NP (N kitchen)))))))))))"
"Surrounding it are metal cans of grains ordered from organic farms in the state
",0,
"Miss Colman pours measures of whole wheat  oats  and soy beans and turns on the motor
",0,
"She goes on about her work and listens for the completion of the grinding
",0,
"The bread baked from this mixture is light in color and fragrant in aroma
",0,
"It is well liked by the children and faculty
",0,
"There is one problem with the bread
",0,
" Lillian's bread is so good and everything tastes so much better here that it is hard not to eat too much   said the secretary ruefully eyeing her extra pounds
",0,
"Hot  freshly-ground cereal
",0,
"The school has not used cold prepared cereals for years  though at one time that was all they ever served
",0,
"When the chance came  they first eliminated cold cereal once a week  then gradually converted to hot fresh-ground cereal every day
",0,
"They serve cracked wheat  oats or cornmeal
",0,
"Occasionally  the children find steamed  whole-wheat grains for cereal which they call  buckshot 
",0,
"At the beginning of the school year  the new students don't eat the cereal right away  but within a short time they are eating it voraciously
",0,
"When they leave for vacations they miss the hot cereal
",1,"(CP
  (QS when)
  (Cbar
    (C )
    (S
      (DP they)
      (VP
        (VP (V leave))
        (PP
          (P for)
          (DP
            (NP
              (N vacations)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP they)
                    (VP
                      (V miss)
                      (DP (D the) (NP (AP (A hot)) (N cereal))))))))))))))
(CP
  (QS when)
  (Cbar
    (C )
    (S
      (DP they)
      (VP
        (VP (V leave))
        (PP
          (P for)
          (DP
            (NP
              (N vacations)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S
                    (DP they)
                    (VP
                      (V miss)
                      (DP (D the) (NP (AP (A hot)) (NP (N cereal)))))))))))))))"
"The school has received letters from parents asking   What happened to Johnny  
",0,
"He never used to like any hot cereal  now that's the only kind he wants
",0,
"Where can we get this cereal he likes so much   
",1,"(CP
  (QS where)
  (Cbar
    (C can)
    (S
      (DP we)
      (VP
        (V get)
        (DP
          (D this)
          (NP
            (N cereal)
            (CP
              (QS )
              (Cbar
                (C )
                (S
                  (DP he)
                  (VP
                    (VP (V likes))
                    (AdvP (AdvP (Adv so)) (Adv much))))))))))))
(CP
  (QS where)
  (Cbar
    (C can)
    (S
      (DP we)
      (VP
        (V get)
        (DP
          (D this)
          (NP
            (N cereal)
            (CP
              (QS )
              (Cbar
                (C )
                (S
                  (DP he)
                  (VP
                    (VP (VP (V likes)) (AdvP (Adv so)))
                    (AdvP (Adv much))))))))))))
(CP
  (QS where)
  (Cbar
    (C can)
    (S
      (DP we)
      (VP
        (VP
          (V get)
          (DP
            (D this)
            (NP
              (N cereal)
              (CP
                (QS )
                (Cbar
                  (C )
                  (S (DP he) (VP (VP (V likes)) (AdvP (Adv so)))))))))
        (AdvP (Adv much))))))
(CP
  (QS where)
  (Cbar
    (C can)
    (S
      (DP we)
      (VP
        (VP
          (V get)
          (DP
            (D this)
            (NP
              (N cereal)
              (CP (QS ) (Cbar (C ) (S (DP he) (VP (V likes))))))))
        (AdvP (AdvP (Adv so)) (Adv much))))))
(CP
  (QS where)
  (Cbar
    (C can)
    (S
      (DP we)
      (VP
        (VP
          (VP
            (V get)
            (DP
              (D this)
              (NP
                (N cereal)
                (CP (QS ) (Cbar (C ) (S (DP he) (VP (V likes))))))))
          (AdvP (Adv so)))
        (AdvP (Adv much))))))"
"Body-building foods
",0,
"Salads are served at least once a day
",0,
"Vegetables are served liberally
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (N vegetables)))
      (VP (VP (V are) (VP (V served))) (AdvP (Adv liberally))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (N vegetables)))
      (VP (V are) (VP (VP (V served)) (AdvP (Adv liberally)))))))"
"Most come from the root cellar or from the freezer
",0,
"Home-made sauerkraut is served once a week
",0,
"Sprouted grains and seeds are used in salads and dishes such as chop suey
",0,
"Sometimes sprouted wheat is added to bread and causes the children to remark   Lillian  did you put nuts in the bread today   
",0,
"Milk appears twice a day
",0,
"The school raises enough poultry  pigs  and beef cattle for most of their needs
",0,
"Lots of cheese made from June grass milk is served
",0,
"Hens are kept on the range and roosters are kept with them for their fertility
",0,
"Organ meats such as beef and chicken liver  tongue and heart are planned once a week
",0,
"Also  salt water fish is on the table once a week
",0,
"For deserts  puddings and pies are each served once a week
",0,
"Most other desserts are fruit in some form  fresh fruits once daily at least  sometimes at snack time
",0,
"Dried fruits are purchased from sources where they are neither sulphured nor sprayed
",0,
"Apples come from a farm in Vermont where they are not sprayed
",0,
"Oranges and grapefruit are shipped from Florida weekly from an organic farm
",0,
"Finding sources for these high quality foods is a problem
",0,
"Sometimes the solution comes in unexpected ways
",0,
"Following a talk by Mr. Clark at the New York State Natural Food Associates Convention  a man from the audience offered to ship his unsprayed apples to the school from Vermont
",0,
"Wheat-germ  brewer's yeast and ground kelp are used in bread and in dishes such as spaghetti sauce  meat loaves
",0,
"Miss Colman hopes to find suitable shakers so that kelp can be available at the tables
",0,
"Raw wheat-germ is available on the breakfast table for the children to help themselves
",0,
"Very few fried foods are used and the use of salt and pepper is discouraged
",0,
"Drinking with meals is also discouraged  
",0,
"pitchers of water merely appear on the tables
",1,"(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (NP (N pitchers)) (PP (P of) (DP (NP (N water))))))
      (VP
        (VP (AdvP (Adv merely)) (VP (V appear)))
        (PP (P on) (DP (D the) (NP (N tables))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (N pitchers) (PP (P of) (DP (NP (N water))))))
      (VP
        (VP (AdvP (Adv merely)) (VP (V appear)))
        (PP (P on) (DP (D the) (NP (N tables))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (NP (N pitchers)) (PP (P of) (DP (NP (N water))))))
      (VP
        (AdvP (Adv merely))
        (VP (VP (V appear)) (PP (P on) (DP (D the) (NP (N tables)))))))))
(CP
  (QS )
  (Cbar
    (C )
    (S
      (DP (NP (N pitchers) (PP (P of) (DP (NP (N water))))))
      (VP
        (AdvP (Adv merely))
        (VP (VP (V appear)) (PP (P on) (DP (D the) (NP (N tables)))))))))"
"Nothing is peeled
",0,
"The source is known so there is no necessity to remove insecticide residues
",0,
"The cooking conserves a maximum of the vitamin C content of vegetables by methods which use very little water and cook in the shortest time possible
",0,
"Wholesome snacks  no candy
",0,
"Since Mr. Clark believes firmly that the chewing of hard foods helps develop healthy gums and teeth  raw vegetables and raw whole-wheat grains are handed out with fresh fruit and whole-wheat cookies at snack time in the afternoons
",0,
"To solve the problem of the wheat grains spilling on the floor and getting underfoot  a ball of maple syrup boiled to candy consistency was invented to hold the grains
",0,
"On their frequent hikes into the nearby mountains  the children carry whole grains to munch along the trail
",0,
"They learn to like these so well that it isn't surprising to hear that one boy tried the oats he was feeding his horse at chore time
",0,
"They tasted good to him  so he brought some to breakfast to eat in his cereal bowl with milk and honey
",0,
"Maple syrup is made by the children in the woods on the school grounds
",0,
"This and raw sugar replace ordinary refined sugar on the tables and very little sugar is used in cooking
",0,
"Candy is not allowed
",0,
"Parents are asked in the bulletin to send packages of treats consisting of fruit and nuts  but no candy
",0,
"Nourishing meals
",0,
"Mr. Clark believes in a good full breakfast of fruit  hot cereal  milk  honey  whole-wheat toast with real butter and eggs
",0,
